SUMLEV,STNAME,CTYNAME,POPESTIMATE2008,BIRTHS2008,DEATHS2008
050,Montana,Flathead County,88473,1228,738
050,Montana,Gallatin County,89824,1300,418
050,Montana,Garfield County,1184,14,8
050,Montana,Glacier County,13297,273,127
050,Montana,Golden Valley County,1081,8,8
050,Montana,Granite County,2821,25,11
050,Montana,Hill County,16454,281,130
050,Montana,Jefferson County,11255,102,80
050,Montana,Judith Basin County,2014,12,11
050,Montana,Lake County,28690,415,245
050,Montana,Lewis and Clark County,60925,744,499
050,Montana,Liberty County,1725,14,19
050,Montana,Lincoln County,18971,179,215
050,Montana,McCone County,1676,14,14
050,Montana,Madison County,7509,54,75
050,Montana,Meagher County,1868,23,14
050,Montana,Mineral County,3862,43,46
050,Montana,Missoula County,107320,1367,698
050,Montana,Musselshell County,4498,43,62
050,Montana,Park County,16189,163,142
050,Montana,Petroleum County,436,3,0
050,Montana,Phillips County,3904,42,49
050,Montana,Pondera County,5852,88,67
050,Montana,Powder River County,1694,11,12
050,Montana,Powell County,7041,62,74
050,Montana,Prairie County,1064,6,8
050,Montana,Ravalli County,40664,446,391
050,Montana,Richland County,9270,122,97
050,Montana,Roosevelt County,10089,221,105
050,Montana,Rosebud County,9190,188,71
050,Montana,Sanders County,11034,124,120
050,Montana,Sheridan County,3283,28,51
050,Montana,Silver Bow County,32803,402,387
050,Montana,Stillwater County,8687,105,72
050,Montana,Sweet Grass County,3790,37,31
050,Montana,Teton County,5992,66,59
050,Montana,Toole County,5141,46,47
050,Montana,Treasure County,637,4,2
050,Montana,Valley County,6892,78,88
050,Montana,Wheatland County,2010,20,12
050,Montana,Wibaux County,866,6,10
050,Montana,Yellowstone County,142348,1983,1197
040,Nebraska,Nebraska,1783432,27487,14946
050,Nebraska,Adams County,33238,466,306
050,Nebraska,Antelope County,6679,76,69
050,Nebraska,Arthur County,338,6,0
050,Nebraska,Banner County,735,6,2
050,Nebraska,Blaine County,428,6,0
050,Nebraska,Boone County,5446,56,67
050,Nebraska,Box Butte County,11043,158,110
050,Nebraska,Boyd County,2090,17,22
050,Nebraska,Brown County,3149,27,42
050,Nebraska,Buffalo County,45354,712,332
050,Nebraska,Burt County,7023,78,113
050,Nebraska,Butler County,8326,84,104
050,Nebraska,Cass County,25598,336,198
050,Nebraska,Cedar County,8407,109,110
050,Nebraska,Chase County,3629,41,56
050,Nebraska,Cherry County,5609,70,68
050,Nebraska,Cheyenne County,9965,144,113
050,Nebraska,Clay County,6270,72,77
050,Nebraska,Colfax County,9989,213,82
050,Nebraska,Cuming County,9306,138,129
050,Nebraska,Custer County,10842,127,155
050,Nebraska,Dakota County,20174,297,145
050,Nebraska,Dawes County,8724,121,84
050,Nebraska,Dawson County,24665,446,185
050,Nebraska,Deuel County,1880,20,25
050,Nebraska,Dixon County,6293,90,70
050,Nebraska,Dodge County,35872,539,389
050,Nebraska,Douglas County,502032,8615,3632
050,Nebraska,Dundy County,2002,18,17
050,Nebraska,Fillmore County,6001,63,87
050,Nebraska,Franklin County,3103,29,51
050,Nebraska,Frontier County,2584,27,20
050,Nebraska,Furnas County,4645,41,73
050,Nebraska,Gage County,23035,283,263
050,Nebraska,Garden County,1765,12,22
050,Nebraska,Garfield County,1710,16,24
050,Nebraska,Gosper County,1926,20,25
050,Nebraska,Grant County,604,5,3
050,Nebraska,Greeley County,2290,26,26
050,Nebraska,Hall County,56401,974,481
050,Nebraska,Hamilton County,9300,110,92
050,Nebraska,Harlan County,3322,34,32
050,Nebraska,Hayes County,1005,7,2
050,Nebraska,Hitchcock County,2836,33,39
050,Nebraska,Holt County,10233,124,129
050,Nebraska,Hooker County,736,11,9
050,Nebraska,Howard County,6593,86,63
050,Nebraska,Jefferson County,7405,73,102
050,Nebraska,Johnson County,4499,48,67
050,Nebraska,Kearney County,6479,76,69
050,Nebraska,Keith County,7821,98,92
050,Nebraska,Keya Paha County,836,11,2
050,Nebraska,Kimball County,3534,41,49
050,Nebraska,Knox County,8498,107,119
050,Nebraska,Lancaster County,278728,4418,1726
050,Nebraska,Lincoln County,35582,525,342
050,Nebraska,Logan County,735,14,3
050,Nebraska,Loup County,619,4,2
050,Nebraska,McPherson County,514,5,1
050,Nebraska,Madison County,34020,522,357
050,Nebraska,Merrick County,7700,84,82
050,Nebraska,Morrill County,4989,65,51
050,Nebraska,Nance County,3550,43,49
050,Nebraska,Nemaha County,7085,86,85
050,Nebraska,Nuckolls County,4467,58,64
050,Nebraska,Otoe County,15549,198,196
050,Nebraska,Pawnee County,2602,24,41
050,Nebraska,Perkins County,2884,36,38
050,Nebraska,Phelps County,9127,104,97
050,Nebraska,Pierce County,7231,94,76
050,Nebraska,Platte County,32072,479,298
050,Nebraska,Polk County,5122,63,66
050,Nebraska,Red Willow County,10704,133,122
050,Nebraska,Richardson County,8294,90,141
050,Nebraska,Rock County,1508,18,17
050,Nebraska,Saline County,13771,185,146
050,Nebraska,Sarpy County,150467,2694,692
050,Nebraska,Saunders County,20034,264,178
050,Nebraska,Scotts Bluff County,36554,559,431
050,Nebraska,Seward County,16758,213,165
050,Nebraska,Sheridan County,5337,75,81
050,Nebraska,Sherman County,2994,35,41
050,Nebraska,Sioux County,1287,14,2
050,Nebraska,Stanton County,6310,84,50
050,Nebraska,Thayer County,5104,53,85
050,Nebraska,Thomas County,583,6,3
050,Nebraska,Thurston County,7102,167,62
050,Nebraska,Valley County,4182,47,64
050,Nebraska,Washington County,19812,241,170
050,Nebraska,Wayne County,9274,114,68
050,Nebraska,Webster County,3508,29,64
050,Nebraska,Wheeler County,807,9,3
050,Nebraska,York County,14199,192,144
040,Nevada,Nevada,2600167,40339,19461
050,Nevada,Churchill County,24896,370,229
050,Nevada,Clark County,1865746,30074,13270
050,Nevada,Douglas County,45180,434,385
050,Nevada,Elko County,47071,763,265
050,Nevada,Esmeralda County,677,2,5
050,Nevada,Eureka County,1628,19,2
050,Nevada,Humboldt County,17763,276,118
050,Nevada,Lander County,5086,73,36
050,Nevada,Lincoln County,4898,57,55
050,Nevada,Lyon County,53022,771,485
050,Nevada,Mineral County,4684,43,60
050,Nevada,Nye County,44375,500,596
050,Nevada,Pershing County,6291,61,44
050,Nevada,Storey County,4341,31,8
050,Nevada,Washoe County,410443,6016,3193
050,Nevada,White Pine County,9199,111,83
050,Nevada,Carson City,54867,738,627
040,New Hampshire,New Hampshire,1315809,14447,10168
050,New Hampshire,Belknap County,61281,613,604
050,New Hampshire,Carroll County,47408,439,487
050,New Hampshire,Cheshire County,77170,773,661
050,New Hampshire,Coos County,31971,295,398
050,New Hampshire,Grafton County,85921,826,742
050,New Hampshire,Hillsborough County,402042,4845,2802
050,New Hampshire,Merrimack County,148161,1581,1207
050,New Hampshire,Rockingham County,297350,3125,1982
050,New Hampshire,Strafford County,121914,1458,878
050,New Hampshire,Sullivan County,42591,492,407
040,New Jersey,New Jersey,8682661,114805,68533
050,New Jersey,Atlantic County,270681,3681,2550
050,New Jersey,Bergen County,894840,9720,6792
050,New Jersey,Burlington County,445475,5442,3643
050,New Jersey,Camden County,517234,7470,4426
050,New Jersey,Cape May County,95838,993,1193
050,New Jersey,Cumberland County,156830,2582,1410
050,New Jersey,Essex County,770675,11758,6099
050,New Jersey,Gloucester County,287860,3686,2310
050,New Jersey,Hudson County,595419,8610,3875
050,New Jersey,Hunterdon County,129031,1240,768
050,New Jersey,Mercer County,364883,4757,2744
050,New Jersey,Middlesex County,789102,10733,5283
050,New Jersey,Monmouth County,642448,7449,5133
050,New Jersey,Morris County,487548,5559,3394
050,New Jersey,Ocean County,569111,8144,6801
050,New Jersey,Passaic County,490948,7764,3593
050,New Jersey,Salem County,66141,814,674
050,New Jersey,Somerset County,324563,4067,2100
050,New Jersey,Sussex County,150909,1619,959
050,New Jersey,Union County,523249,7405,3930
050,New Jersey,Warren County,109876,1312,856
040,New Mexico,New Mexico,1984356,30502,15484
050,New Mexico,Bernalillo County,635139,9827,4888
050,New Mexico,Catron County,3405,25,24
050,New Mexico,Chaves County,63060,1014,630
050,New Mexico,Cibola County,27285,444,235
050,New Mexico,Colfax County,12962,147,143
050,New Mexico,Curry County,43755,871,370
050,New Mexico,De Baca County,1907,17,18
050,New Mexico,Dona Ana County,201603,3691,1366
050,New Mexico,Eddy County,51360,754,537
050,New Mexico,Grant County,29844,374,317
050,New Mexico,Guadalupe County,4346,45,34
050,New Mexico,Harding County,684,4,3
050,New Mexico,Hidalgo County,4910,65,37
050,New Mexico,Lea County,59155,1080,498
050,New Mexico,Lincoln County,20793,232,175
050,New Mexico,Los Alamos County,18150,162,100
050,New Mexico,Luna County,27227,451,296
050,New Mexico,McKinley County,70724,1387,493
050,New Mexico,Mora County,5052,45,24
050,New Mexico,Otero County,62776,859,522
050,New Mexico,Quay County,8929,118,110
050,New Mexico,Rio Arriba County,40692,732,334
050,New Mexico,Roosevelt County,18889,364,144
050,New Mexico,Sandoval County,122298,1688,750
050,New Mexico,San Juan County,122500,2018,868
050,New Mexico,San Miguel County,28558,364,279
050,New Mexico,Santa Fe County,143937,1677,969
050,New Mexico,Sierra County,12437,114,217
050,New Mexico,Socorro County,18180,259,156
050,New Mexico,Taos County,31546,380,263
050,New Mexico,Torrance County,16269,191,116
050,New Mexico,Union County,3777,56,44
050,New Mexico,Valencia County,72207,1047,524
040,New York,New York,19490297,251952,153852
050,New York,Albany County,298130,3309,2689
050,New York,Allegany County,49649,579,491
050,New York,Bronx County,1391903,23097,9974
050,New York,Broome County,195018,2206,1969
050,New York,Cattaraugus County,79688,1021,798
050,New York,Cayuga County,79823,859,738
050,New York,Chautauqua County,133789,1577,1400
050,New York,Chemung County,87813,1081,909
050,New York,Chenango County,50898,580,518
050,New York,Clinton County,81947,853,662
050,New York,Columbia County,62006,628,644
050,New York,Cortland County,48302,575,429
050,New York,Delaware County,46085,477,534
050,New York,Dutchess County,292878,3209,2239
050,New York,Erie County,909845,10270,9470
050,New York,Essex County,37826,391,389
050,New York,Franklin County,50521,517,410
050,New York,Fulton County,55024,598,571
050,New York,Genesee County,57821,655,561
050,New York,Greene County,48992,482,509
050,New York,Hamilton County,5021,41,62
050,New York,Herkimer County,62200,751,692
050,New York,Jefferson County,118046,1896,842
050,New York,Kings County,2556598,40744,18149
050,New York,Lewis County,26176,360,239
050,New York,Livingston County,63154,649,511
050,New York,Madison County,69766,768,573
050,New York,Monroe County,732762,8677,6231
050,New York,Montgomery County,48679,637,595
050,New York,Nassau County,1351625,13830,10798
050,New York,New York County,1634795,21296,11174
050,New York,Niagara County,214464,2447,2263
050,New York,Oneida County,231590,2685,2414
050,New York,Onondaga County,452633,5720,3963
050,New York,Ontario County,104475,1183,927
050,New York,Orange County,379647,5585,2513
050,New York,Orleans County,42135,459,366
050,New York,Oswego County,121395,1418,1020
050,New York,Otsego County,61962,590,626
050,New York,Putnam County,99244,1006,581
050,New York,Queens County,2293007,30226,15785
050,New York,Rensselaer County,155261,1856,1401
050,New York,Richmond County,487407,6006,3664
050,New York,Rockland County,298545,4666,2136
050,New York,St. Lawrence County,109701,1310,1041
050,New York,Saratoga County,217191,2467,1539
050,New York,Schenectady County,151427,1989,1512
050,New York,Schoharie County,31910,316,293
050,New York,Schuyler County,18888,184,187
050,New York,Seneca County,34086,380,324
050,New York,Steuben County,96573,1167,981
050,New York,Suffolk County,1512224,18019,11428
050,New York,Sullivan County,76189,981,668
050,New York,Tioga County,50171,613,433
050,New York,Tompkins County,101136,1017,560
050,New York,Ulster County,181670,1883,1536
050,New York,Warren County,65971,696,636
050,New York,Washington County,62804,707,626
050,New York,Wayne County,91564,1135,773
050,New York,Westchester County,953943,11873,7268
050,New York,Wyoming County,41652,446,366
050,New York,Yates County,24652,309,252
040,North Carolina,North Carolina,9222414,133646,74635
050,North Carolina,Alamance County,148053,2038,1349
050,North Carolina,Alexander County,36537,436,294
050,North Carolina,Alleghany County,10951,106,145
050,North Carolina,Anson County,25162,312,293
050,North Carolina,Ashe County,25702,292,296
050,North Carolina,Avery County,17884,183,191
050,North Carolina,Beaufort County,46035,608,511
050,North Carolina,Bertie County,19337,234,244
050,North Carolina,Bladen County,32312,446,365
050,North Carolina,Brunswick County,103160,1221,940
050,North Carolina,Buncombe County,229047,2881,2239
050,North Carolina,Burke County,89361,1018,827
050,North Carolina,Cabarrus County,168740,2761,1250
050,North Carolina,Caldwell County,80059,950,772
050,North Carolina,Camden County,9682,120,75
050,North Carolina,Carteret County,63195,680,653
050,North Carolina,Caswell County,23248,232,247
050,North Carolina,Catawba County,157079,2138,1352
050,North Carolina,Chatham County,63077,779,540
050,North Carolina,Cherokee County,26568,264,326
050,North Carolina,Chowan County,14565,195,179
050,North Carolina,Clay County,10389,86,113
050,North Carolina,Cleveland County,99015,1235,993
050,North Carolina,Columbus County,54212,803,629
050,North Carolina,Craven County,96892,1645,923
050,North Carolina,Cumberland County,312696,5561,2056
050,North Carolina,Currituck County,24183,285,183
050,North Carolina,Dare County,33584,427,262
050,North Carolina,Davidson County,158166,1993,1440
050,North Carolina,Davie County,40971,474,345
050,North Carolina,Duplin County,53362,857,493
050,North Carolina,Durham County,262715,4315,1685
050,North Carolina,Edgecombe County,52682,798,581
050,North Carolina,Forsyth County,343028,5153,2791
050,North Carolina,Franklin County,58927,742,477
050,North Carolina,Gaston County,206679,2867,1950
050,North Carolina,Gates County,11708,133,119
050,North Carolina,Graham County,7825,101,77
050,North Carolina,Granville County,57044,678,479
050,North Carolina,Greene County,20677,262,186
050,North Carolina,Guilford County,472216,6492,3595
050,North Carolina,Halifax County,54983,748,652
050,North Carolina,Harnett County,112030,1631,765
050,North Carolina,Haywood County,56590,615,670
050,North Carolina,Henderson County,102367,1292,1247
050,North Carolina,Hertford County,23224,319,282
050,North Carolina,Hoke County,43409,814,269
050,North Carolina,Hyde County,5181,57,57
050,North Carolina,Iredell County,155359,2152,1270
050,North Carolina,Jackson County,36739,428,304
050,North Carolina,Johnston County,163428,2602,1073
050,North Carolina,Jones County,10113,97,116
050,North Carolina,Lee County,59091,973,523
050,North Carolina,Lenoir County,56826,792,693
050,North Carolina,Lincoln County,74746,956,604
050,North Carolina,McDowell County,43843,507,398
050,North Carolina,Macon County,33005,399,422
050,North Carolina,Madison County,20432,215,245
050,North Carolina,Martin County,23398,307,328
050,North Carolina,Mecklenburg County,890515,14973,4966
050,North Carolina,Mitchell County,15784,168,200
050,North Carolina,Montgomery County,27358,414,245
050,North Carolina,Moore County,85608,1077,986
050,North Carolina,Nash County,93674,1298,934
050,North Carolina,New Hanover County,192538,2540,1535
050,North Carolina,Northampton County,20487,247,285
050,North Carolina,Onslow County,165938,3556,834
050,North Carolina,Orange County,126532,1439,735
050,North Carolina,Pamlico County,12502,111,164
050,North Carolina,Pasquotank County,41111,612,360
050,North Carolina,Pender County,51314,614,451
050,North Carolina,Perquimans County,12856,151,139
050,North Carolina,Person County,37438,482,410
050,North Carolina,Pitt County,156081,2361,1111
050,North Carolina,Polk County,19074,165,277
050,North Carolina,Randolph County,141186,1907,1209
050,North Carolina,Richmond County,46005,672,501
050,North Carolina,Robeson County,129123,2243,1202
050,North Carolina,Rockingham County,92282,1116,1038
050,North Carolina,Rowan County,139225,1810,1313
050,North Carolina,Rutherford County,63424,781,776
050,North Carolina,Sampson County,63927,968,596
050,North Carolina,Scotland County,36508,534,352
050,North Carolina,Stanly County,59614,771,577
050,North Carolina,Stokes County,46171,481,454
050,North Carolina,Surry County,72468,921,778
050,North Carolina,Swain County,13512,198,168
050,North Carolina,Transylvania County,30187,307,393
050,North Carolina,Tyrrell County,4087,52,22
050,North Carolina,Union County,193255,3141,1049
050,North Carolina,Vance County,42891,705,471
050,North Carolina,Wake County,866410,13831,4020
050,North Carolina,Warren County,19388,227,223
050,North Carolina,Washington County,12946,181,155
050,North Carolina,Watauga County,45196,418,292
050,North Carolina,Wayne County,113671,1839,1055
050,North Carolina,Wilkes County,66655,825,667
050,North Carolina,Wilson County,77527,1138,740
050,North Carolina,Yadkin County,37954,473,367
050,North Carolina,Yancey County,18503,194,202
040,North Dakota,North Dakota,641481,9014,5349
050,North Dakota,Adams County,2244,22,28
050,North Dakota,Barnes County,10682,110,123
050,North Dakota,Benson County,6953,155,44
050,North Dakota,Billings County,811,8,2
050,North Dakota,Bottineau County,6338,64,84
050,North Dakota,Bowman County,3019,37,25
050,North Dakota,Burke County,1820,14,19
050,North Dakota,Burleigh County,78689,1091,544
050,North Dakota,Cass County,139918,2114,786
050,North Dakota,Cavalier County,3841,26,49
050,North Dakota,Dickey County,5237,71,59
050,North Dakota,Divide County,1986,17,28
050,North Dakota,Dunn County,3318,36,21
050,North Dakota,Eddy County,2388,26,29
050,North Dakota,Emmons County,3377,29,48
050,North Dakota,Foster County,3447,41,51
050,North Dakota,Golden Valley County,1640,12,9
050,North Dakota,Grand Forks County,66585,978,418
050,North Dakota,Grant County,2415,14,31
050,North Dakota,Griggs County,2359,21,34
050,North Dakota,Hettinger County,2378,16,30
050,North Dakota,Kidder County,2290,27,24
050,North Dakota,LaMoure County,3986,49,48
050,North Dakota,Logan County,1943,20,27
050,North Dakota,McHenry County,5168,55,52
050,North Dakota,McIntosh County,2639,25,61
050,North Dakota,McKenzie County,5674,70,48
050,North Dakota,McLean County,8337,83,104
050,North Dakota,Mercer County,7854,75,70
050,North Dakota,Morton County,26255,382,238
050,North Dakota,Mountrail County,6511,114,73
050,North Dakota,Nelson County,3166,22,69
050,North Dakota,Oliver County,1695,19,4
050,North Dakota,Pembina County,7419,75,70
050,North Dakota,Pierce County,4091,43,59
050,North Dakota,Ramsey County,11234,145,130
050,North Dakota,Ransom County,5628,70,76
050,North Dakota,Renville County,2245,14,20
050,North Dakota,Richland County,16334,205,139
050,North Dakota,Rolette County,13657,309,115
050,North Dakota,Sargent County,4048,45,33
050,North Dakota,Sheridan County,1266,9,8
050,North Dakota,Sioux County,4232,111,11
050,North Dakota,Slope County,675,6,0
050,North Dakota,Stark County,22575,316,210
050,North Dakota,Steele County,1795,12,7
050,North Dakota,Stutsman County,20394,232,205
050,North Dakota,Towner County,2202,16,31
050,North Dakota,Traill County,7820,93,98
050,North Dakota,Walsh County,10880,136,146
050,North Dakota,Ward County,55986,1004,454
050,North Dakota,Wells County,4191,35,59
050,North Dakota,Williams County,19846,295,198
040,Ohio,Ohio,11485910,153760,107493
050,Ohio,Adams County,28213,392,296
050,Ohio,Allen County,105168,1482,1057
050,Ohio,Ashland County,55125,725,500
050,Ohio,Ashtabula County,100648,1318,1041
050,Ohio,Athens County,63255,625,468
050,Ohio,Auglaize County,46576,632,452
050,Ohio,Belmont County,67975,735,862
050,Ohio,Brown County,43960,558,423
050,Ohio,Butler County,360765,5291,2867
050,Ohio,Carroll County,28439,340,252
050,Ohio,Champaign County,39650,536,368
050,Ohio,Clark County,139859,1880,1594
050,Ohio,Clermont County,195385,2849,1444
050,Ohio,Clinton County,43200,597,383
050,Ohio,Columbiana County,107873,1223,1186
050,Ohio,Coshocton County,35981,466,394
050,Ohio,Crawford County,43696,529,505
050,Ohio,Cuyahoga County,1283925,16426,13857
050,Ohio,Darke County,52027,691,550
050,Ohio,Defiance County,38637,531,351
050,Ohio,Delaware County,165026,2633,776
050,Ohio,Erie County,77062,911,838
050,Ohio,Fairfield County,142223,1843,1055
050,Ohio,Fayette County,28319,404,344
050,Ohio,Franklin County,1129067,18207,8447
050,Ohio,Fulton County,42485,563,354
050,Ohio,Gallia County,30912,416,334
050,Ohio,Geauga County,94753,1087,731
050,Ohio,Greene County,159190,1911,1246
050,Ohio,Guernsey County,40177,519,435
050,Ohio,Hamilton County,851494,11909,8083
050,Ohio,Hancock County,74273,978,626
050,Ohio,Hardin County,31948,406,314
050,Ohio,Harrison County,15387,180,205
050,Ohio,Henry County,28841,386,270
050,Ohio,Highland County,42349,607,425
050,Ohio,Hocking County,28975,379,286
050,Ohio,Holmes County,41445,814,283
050,Ohio,Huron County,59659,876,534
050,Ohio,Jackson County,33270,451,371
050,Ohio,Jefferson County,68526,726,962
050,Ohio,Knox County,59324,782,589
050,Ohio,Lake County,234030,2630,2182
050,Ohio,Lawrence County,62573,806,735
050,Ohio,Licking County,157721,2171,1339
050,Ohio,Logan County,46220,637,451
050,Ohio,Lorain County,304373,3802,2709
050,Ohio,Lucas County,440456,6444,4215
050,Ohio,Madison County,41861,509,345
050,Ohio,Mahoning County,237978,2662,2890
050,Ohio,Marion County,65768,818,631
050,Ohio,Medina County,171210,2119,1168
050,Ohio,Meigs County,22722,276,242
050,Ohio,Mercer County,40818,584,380
050,Ohio,Miami County,101085,1283,927
050,Ohio,Monroe County,14221,146,177
050,Ohio,Montgomery County,534626,7258,5435
050,Ohio,Morgan County,14510,167,167
050,Ohio,Morrow County,34455,458,272
050,Ohio,Muskingum County,85087,1122,867
050,Ohio,Noble County,14333,171,123
050,Ohio,Ottawa County,40823,445,430
050,Ohio,Paulding County,19096,257,167
050,Ohio,Perry County,35241,468,341
050,Ohio,Pickaway County,54544,660,474
050,Ohio,Pike County,27967,386,318
050,Ohio,Portage County,155991,1734,1177
050,Ohio,Preble County,41643,521,410
050,Ohio,Putnam County,34543,518,307
050,Ohio,Richland County,124999,1623,1227
050,Ohio,Ross County,76073,952,755
050,Ohio,Sandusky County,60637,822,613
050,Ohio,Scioto County,76587,1026,900
050,Ohio,Seneca County,56461,751,531
050,Ohio,Shelby County,48919,745,402
050,Ohio,Stark County,379214,4667,3879
050,Ohio,Summit County,542562,6814,5350
050,Ohio,Trumbull County,211317,2452,2392
050,Ohio,Tuscarawas County,91348,1205,942
050,Ohio,Union County,48223,738,300
050,Ohio,Van Wert County,28748,401,317
050,Ohio,Vinton County,13281,174,140
050,Ohio,Warren County,207353,2948,1326
050,Ohio,Washington County,61567,699,703
050,Ohio,Wayne County,113812,1653,969
050,Ohio,Williams County,38158,487,344
050,Ohio,Wood County,125340,1440,937
050,Ohio,Wyandot County,22354,297,229
040,Oklahoma,Oklahoma,3642361,55858,34748
050,Oklahoma,Adair County,21811,400,251
050,Oklahoma,Alfalfa County,5637,53,63
050,Oklahoma,Atoka County,14655,168,130
050,Oklahoma,Beaver County,5248,76,50
050,Oklahoma,Beckham County,21136,350,227
050,Oklahoma,Blaine County,12659,159,139
050,Oklahoma,Bryan County,40109,598,427
050,Oklahoma,Caddo County,29024,444,331
050,Oklahoma,Canadian County,106079,1619,710
050,Oklahoma,Carter County,47979,703,552
050,Oklahoma,Cherokee County,45733,682,412
050,Oklahoma,Choctaw County,14890,233,196
050,Oklahoma,Cimarron County,2556,32,37
050,Oklahoma,Cleveland County,239760,3083,1396
050,Oklahoma,Coal County,5721,69,77
050,Oklahoma,Comanche County,111772,2081,905
050,Oklahoma,Cotton County,6191,86,58
050,Oklahoma,Craig County,15132,197,152
050,Oklahoma,Creek County,69822,930,739
050,Oklahoma,Custer County,26412,435,266
050,Oklahoma,Delaware County,40425,498,525
050,Oklahoma,Dewey County,4389,62,59
050,Oklahoma,Ellis County,3971,57,57
050,Oklahoma,Garfield County,58167,951,669
050,Oklahoma,Garvin County,27247,389,344
050,Oklahoma,Grady County,51066,712,471
050,Oklahoma,Grant County,4450,49,63
050,Oklahoma,Greer County,5713,65,72
050,Oklahoma,Harmon County,2843,42,34
050,Oklahoma,Harper County,3290,48,62
050,Oklahoma,Haskell County,12152,180,153
050,Oklahoma,Hughes County,13625,172,175
050,Oklahoma,Jackson County,25236,446,225
050,Oklahoma,Jefferson County,6219,89,95
050,Oklahoma,Johnston County,10286,172,121
050,Oklahoma,Kay County,45632,714,551
050,Oklahoma,Kingfisher County,14300,218,153
050,Oklahoma,Kiowa County,9399,113,136
050,Oklahoma,Latimer County,10561,125,111
050,Oklahoma,Le Flore County,49802,762,552
050,Oklahoma,Lincoln County,32153,421,321
050,Oklahoma,Logan County,38102,485,312
050,Oklahoma,Love County,9155,123,98
050,Oklahoma,McClain County,32365,486,279
050,Oklahoma,McCurtain County,33532,495,363
050,Oklahoma,McIntosh County,19698,231,244
050,Oklahoma,Major County,7112,86,91
050,Oklahoma,Marshall County,14919,223,164
050,Oklahoma,Mayes County,39912,598,419
050,Oklahoma,Murray County,12784,162,179
050,Oklahoma,Muskogee County,71278,1081,828
050,Oklahoma,Noble County,11169,146,121
050,Oklahoma,Nowata County,10729,129,105
050,Oklahoma,Okfuskee County,11172,141,114
050,Oklahoma,Oklahoma County,706617,12484,6583
050,Oklahoma,Okmulgee County,39219,563,450
050,Oklahoma,Osage County,45489,478,366
050,Oklahoma,Ottawa County,31849,468,406
050,Oklahoma,Pawnee County,16307,208,185
050,Oklahoma,Payne County,78280,973,553
050,Oklahoma,Pittsburg County,45115,592,515
050,Oklahoma,Pontotoc County,36999,562,390
050,Oklahoma,Pottawatomie County,69616,987,698
050,Oklahoma,Pushmataha County,11710,153,143
050,Oklahoma,Roger Mills County,3404,55,29
050,Oklahoma,Rogers County,84300,1075,668
050,Oklahoma,Seminole County,24200,382,278
050,Oklahoma,Sequoyah County,41034,583,439
050,Oklahoma,Stephens County,43498,606,534
050,Oklahoma,Texas County,20283,406,117
050,Oklahoma,Tillman County,7899,109,104
050,Oklahoma,Tulsa County,591982,9887,5510
050,Oklahoma,Wagoner County,68960,970,403
050,Oklahoma,Washington County,50452,671,556
050,Oklahoma,Washita County,11709,172,136
050,Oklahoma,Woods County,8422,100,108
050,Oklahoma,Woodward County,19838,305,193
040,Oregon,Oregon,3790060,50114,30120
050,Oregon,Baker County,15983,173,186
050,Oregon,Benton County,81859,863,510
050,Oregon,Clackamas County,380576,4235,2751
050,Oregon,Clatsop County,37404,427,363
050,Oregon,Columbia County,49408,553,356
050,Oregon,Coos County,63453,671,811
050,Oregon,Crook County,23023,282,213
050,Oregon,Curry County,21523,157,332
050,Oregon,Deschutes County,158456,2137,1107
050,Oregon,Douglas County,104059,1162,1217
050,Oregon,Gilliam County,1747,14,15
050,Oregon,Grant County,6916,66,94
050,Oregon,Harney County,6747,74,81
050,Oregon,Hood River County,21536,316,146
050,Oregon,Jackson County,201138,2436,1924
050,Oregon,Jefferson County,20512,355,165
050,Oregon,Josephine County,81618,869,1022
050,Oregon,Klamath County,66425,863,664
050,Oregon,Lake County,7239,77,94
050,Oregon,Lane County,346560,3938,2921
050,Oregon,Lincoln County,45946,481,516
050,Oregon,Linn County,115348,1583,1064
050,Oregon,Malheur County,30907,459,237
050,Oregon,Marion County,314606,5128,2453
050,Oregon,Morrow County,11140,159,55
050,Oregon,Multnomah County,714567,10164,5402
050,Oregon,Polk County,77074,974,578
050,Oregon,Sherman County,1638,21,7
050,Oregon,Tillamook County,24927,285,271
050,Oregon,Umatilla County,73526,1065,515
050,Oregon,Union County,24961,342,226
050,Oregon,Wallowa County,6760,60,64
050,Oregon,Wasco County,23775,303,262
050,Oregon,Washington County,529216,8010,2746
050,Oregon,Wheeler County,1319,6,8
050,Oregon,Yamhill County,98168,1406,744
040,Pennsylvania,Pennsylvania,12448279,148925,126816
050,Pennsylvania,Adams County,101119,1133,941
050,Pennsylvania,Allegheny County,1215103,12942,14206
050,Pennsylvania,Armstrong County,68790,700,859
050,Pennsylvania,Beaver County,172476,1772,2091
050,Pennsylvania,Bedford County,49727,528,501
050,Pennsylvania,Berks County,403595,5322,3612
050,Pennsylvania,Blair County,125174,1488,1553
050,Pennsylvania,Bradford County,61233,752,677
050,Pennsylvania,Bucks County,621643,6879,5339
050,Pennsylvania,Butler County,182902,2082,1766
050,Pennsylvania,Cambria County,144319,1514,1787
050,Pennsylvania,Cameron County,5266,52,72
050,Pennsylvania,Carbon County,63558,680,758
050,Pennsylvania,Centre County,144779,1381,936
050,Pennsylvania,Chester County,491489,6433,3539
050,Pennsylvania,Clarion County,39989,408,452
050,Pennsylvania,Clearfield County,82896,797,924
050,Pennsylvania,Clinton County,37038,446,403
